endereco,preco,condominio,tamanho_m2,quartos,banheiros,vagas
"Rua José Mindlin, 12 - Recreio Dos Bandeirantes, Rio de Janeiro - RJ",1.590.000,1.490,"
                285
              ","4
","5
","3
"
"Rua Almirante Guilhem - Leblon, Rio de Janeiro - RJ",2.600.000,2.000,"
                95
              ","3
","3
","1
"
"Avenida Rosalina Coelho Lisboa - Barra da Tijuca, Rio de Janeiro - RJ",6.500.000,2.200,"
                660
              ","5
","5
","4
"
"Rua Mariz e Barros - Tijuca, Rio de Janeiro - RJ",285.000,,"
                58
              ","1
","1
","--
"
"Rua Joaquim Meier, 688 - Méier, Rio de Janeiro - RJ","1.900
",360,"
                100
              ","3
","2
","1
"
"Avenida Atlântica - Copacabana, Rio de Janeiro - RJ",3.599.000,2.500,"
                210
              ","3
","3
","1
"
"Botafogo, Rio de Janeiro - RJ",479.000,700,"
                65
              ","2
","2
","--
"
"Rua Maxwell, 363 - Copacabana, Rio de Janeiro - RJ",505.000,1.250,"
                90
              ","2
","1
","1
"
"Avenida Raymundo Magalhães Júnior, 300 - Barra da Tijuca, Rio de Janeiro - RJ",1.190.000,1.630,"
                120
              ","3
","3
","2
"
"Avenida Atlântica - Copacabana, Rio de Janeiro - RJ",3.850.000,3.009,"
                168
              ","3
","4
","1
"
"Jardim Botânico, Rio de Janeiro - RJ",1.690.000,680,"
                123
              ","3
","3
","1
"
"Rua Joaquim Nabuco - Ipanema, Rio de Janeiro - RJ",2.400.000,2.376,"
                265
              ","4
","5
","2
"
"Rua Luís Vahia Monteiro, 1 - Jardim Guanabara, Rio de Janeiro - RJ",380.000,500,"
                55
              ","2
","2
","1
"
"Tijuca, Rio de Janeiro - RJ",670.000,1.050,"
                92
              ","2
","3
","1
"
"Rua Sônia Angel Jones, 480 - Recreio Dos Bandeirantes, Rio de Janeiro - RJ",4.400.000,850,"
                607
              ","4
","4
","2
"
"Rua Barata Ribeiro - Copacabana, Rio de Janeiro - RJ",490.000,860,"
                46
              ","1
","2
","--
"
"Rua Nelson Teixeira - Taquara, Rio de Janeiro - RJ",599.000,450,"
                250
              ","3
","2
","2
"
"Rua Fragoso, 939 - Guaratiba, Rio de Janeiro - RJ",5.000.000,,"
                25000
              ","--
","--
","--
"
"Avenida Prefeito Dulcídio Cardoso, 2500 - Barra da Tijuca, Rio de Janeiro - RJ",960.000,778,"
                100
              ","2
","2
","1
"
"Rua Humberto de Campos, 699 - Leblon, Rio de Janeiro - RJ",3.850.000,3.150,"
                157
              ","4
","4
","2
"
"Rua Assunção - Botafogo, Rio de Janeiro - RJ",3.300.000,3.500,"
                185
              ","4
","4
","2
"
"Estrada da Gávea, 681 - São Conrado, Rio de Janeiro - RJ",2.650.000,2.400,"
                207
              ","5
","2
","2
"
"Avenida das Américas - Barra da Tijuca, Rio de Janeiro - RJ",5.160.000,2.145,"
                912
              ","4
","3
","6
"
"Rua Miguel Lemos - Copacabana, Rio de Janeiro - RJ",1.898.000,3.090,"
                259
              ","4
","2
","1
"
"Barra da Tijuca, Rio de Janeiro - RJ",1.150.000,1.640,"
                110
              ","2
","2
","1
"
"Rua Dezenove de Fevereiro - Botafogo, Rio de Janeiro - RJ","3.600
",1.300,"
                94
              ","2
","3
","1
"
"Avenida Henfil, 15 - Recreio Dos Bandeirantes, Rio de Janeiro - RJ",1.460.000,,"
                165
              ","4
","4
","2
"
"Rua Santa Clara - Copacabana, Rio de Janeiro - RJ",1.600.000,1.742,"
                135
              ","3
","2
","1
"
"Rua Conde de Agrolongo, 420 - Penha, Rio de Janeiro - RJ",155.000,170,"
                63
              ","2
","1
","--
"
"Avenida Olof Palme, 555 - Camorim, Rio de Janeiro - RJ",420.000,850,"
                68
              ","2
","3
","2
"
"Rua Cupertino Durão - Leblon, Rio de Janeiro - RJ",8.700.000,3.902,"
                317
              ","3
","4
","3
"
"Rua General Goes Monteiro - Botafogo, Rio de Janeiro - RJ",1.080.000,1.670,"
                94
              ","3
","2
","1
"
"Rua Aníbal de Mendonça - Ipanema, Rio de Janeiro - RJ",2.300.000,1.800,"
                111
              ","3
","3
","1
"
"Avenida Lúcio Costa - Recreio Dos Bandeirantes, Rio de Janeiro - RJ",2.227.000,2.000,"
                139
              ","3
","3
","2
"
"Avenida Salvador Allende, 5500 - Recreio Dos Bandeirantes, Rio de Janeiro - RJ",264.000,950,"
                45
              ","2
","1
","1
"
"Avenida Ator José Wilker, 605 - Barra da Tijuca, Rio de Janeiro - RJ",250.000,,"
                43
              ","--
","--
","1
"
"Rua Belfort Roxo - Copacabana, Rio de Janeiro - RJ",1.300.000,933,"
                90
              ","2
","3
","1
"
"Avenida Nossa Senhora de Copacabana - Copacabana, Rio de Janeiro - RJ",200.000,,"
                70
              ","--
","--
","--
"
"Rua Hans Staden, 10 - Botafogo, Rio de Janeiro - RJ",805.000,600,"
                68
              ","2
","1
","1
"
"Barra da Tijuca, Rio de Janeiro - RJ",670.000,950,"
                66
              ","2
","1
","1
"
"Estrada do Quitite - Freguesia- Jacarepaguá, Rio de Janeiro - RJ",2.100.000,600,"
                300
              ","4
","5
","5
"
"Rua Carlos de Vasconcelos - Tijuca, Rio de Janeiro - RJ",860.000,900,"
                150
              ","3
","2
","1
"
"Copacabana, Rio de Janeiro - RJ",1.400.000,1.273,"
                86
              ","3
","3
","1
"
"Rua Marquês de São Vicente - Gávea, Rio de Janeiro - RJ",1.500.000,1.364,"
                90
              ","2
","2
","1
"
"Rua Barão de Ipanema - Copacabana, Rio de Janeiro - RJ",1.050.000,990,"
                110
              ","3
","1
","--
"
"Rua Gabriel Garcia Moreno - São Conrado, Rio de Janeiro - RJ",3.800.000,1.950,"
                400
              ","6
","8
","2
"
"Avenida Nossa Senhora de Fátima - Centro, Rio de Janeiro - RJ",380.000,425,"
                50
              ","1
","1
","--
"
"Irajá, Rio de Janeiro - RJ",560.000,,"
                91
              ","3
","2
","3
"
"Avenida Prefeito Dulcídio Cardoso - Barra da Tijuca, Rio de Janeiro - RJ",2.550.000,2.750,"
                214
              ","4
","5
","3
"
"Rua da Matriz, 108 - Botafogo, Rio de Janeiro - RJ",756.000,317,"
                83
              ","2
","1
","--
"
"Rua Cardoso Júnior - Laranjeiras, Rio de Janeiro - RJ",819.000,300,"
                110
              ","3
","2
","--
"
"Avenida Epitácio Pessoa - Lagoa, Rio de Janeiro - RJ",3.300.000,2.700,"
                220
              ","4
","4
","2
"
"Avenida Flamboyants da Península, 155 - Peninsula, Rio de Janeiro - RJ",3.200.000,3.200,"
                247
              ","4
","6
","3
"
"Avenida Professor Pereira Reis, 592 - Santo Cristo, Rio de Janeiro - RJ",356.000,390,"
                56
              ","2
","1
","1
"
"Rua Almirante Saddock de Sá - Ipanema, Rio de Janeiro - RJ",12.000.000,5.000,"
                490
              ","4
","5
","4
"
"Rua Luiz Beltrão -  Vila Valqueire, Rio de Janeiro - RJ",300.000,120,"
                73
              ","2
","1
","1
"
"Rua Prudente de Morais, 1415 - Ipanema, Rio de Janeiro - RJ",2.900.000,4.100,"
                82
              ","2
","2
","1
"
"Rua Venâncio Veloso - Recreio Dos Bandeirantes, Rio de Janeiro - RJ",780.000,810,"
                115
              ","3
","2
","2
"
"Jardim Botânico, Rio de Janeiro - RJ",5.980.000,3.410,"
                500
              ","4
","5
","4
"
"Caminho do Mateus, 100 - Pilares, Rio de Janeiro - RJ",196.000,500,"
                56
              ","2
","1
","1
"
"Curicica, Rio de Janeiro - RJ",320.000,,"
                65
              ","2
","1
","1
"
"Rua Aroazes - Barra da Tijuca, Rio de Janeiro - RJ",480.000,1.037,"
                69
              ","3
","2
","1
"
"Rua São Leobaldo - São Conrado, Rio de Janeiro - RJ",3.450.000,1.050,"
                418
              ","4
","6
","2
"
"Avenida Vice-Presidente José Alencar, 1400 - Barra da Tijuca, Rio de Janeiro - RJ",670.000,1.100,"
                70
              ","2
","2
","1
"
"Rua Ipu - Botafogo, Rio de Janeiro - RJ",380.000,600,"
                42
              ","1
","1
","--
"
"Avenida Embaixador Abelardo Bueno - Barra da Tijuca, Rio de Janeiro - RJ",205.000,,"
                24
              ","--
","--
","1
"
"Travessa Visconde de Morais, 90 - Botafogo, Rio de Janeiro - RJ",1.890.000,450,"
                145
              ","4
","2
","2
"
"Rua Francisco Otaviano, 161 - Copacabana, Rio de Janeiro - RJ",3.250.000,2.800,"
                230
              ","4
","3
","2
"
"Rua Bauhíneas da Península, 150 - Barra da Tijuca, Rio de Janeiro - RJ",1.050.000,1.450,"
                95
              ","3
","3
","2
"
"Ipanema, Rio de Janeiro - RJ","5.000
",3.200,"
                295
              ","4
","4
","2
"
"Rua Homem de Melo - Tijuca, Rio de Janeiro - RJ",450.000,910,"
                104
              ","3
","3
","1
"
"Estrada do Rio Grande - Taquara, Rio de Janeiro - RJ",250.000,250,"
                55
              ","2
","1
","--
"
"Estrada do Engenho D'Agua - Anil, Rio de Janeiro - RJ",339.000,,"
                54
              ","2
","1
","1
"
"Rua Geminiano Gois, 882 - Freguesia- Jacarepaguá, Rio de Janeiro - RJ",850.000,1.200,"
                117
              ","4
","4
","2
"
"Rua do Humaitá, 50 - Humaitá, Rio de Janeiro - RJ",950.000,1.773,"
                92
              ","3
","2
","1
"
"Rua Leopoldino Bastos, 224 - Engenho Novo, Rio de Janeiro - RJ",140.000,,"
                92
              ","2
","1
","1
"
"Rua Sambaíba - Leblon, Rio de Janeiro - RJ",4.800.000,2.720,"
                280
              ","3
","5
","3
"
"Rua Juparaná, 44 - Andaraí, Rio de Janeiro - RJ",340.000,,"
                100
              ","1
","2
","--
"
"Copacabana, Rio de Janeiro - RJ",2.200.000,3.575,"
                407
              ","4
","1
","1
"
"Rua Adalberto Ferreira - Leblon, Rio de Janeiro - RJ",1.600.000,1.160,"
                98
              ","2
","3
","1
"
"Estrada do Engenho D'Agua - Jacarepaguá, Rio de Janeiro - RJ",373.000,500,"
                54
              ","2
","1
","1
"
"Estrada dos Bandeirantes, 6953 - Vargem Pequena, Rio de Janeiro - RJ",450.000,850,"
                95
              ","4
","3
","1
"
"Avenida Abraham Medina, 100 - Barra da Tijuca, Rio de Janeiro - RJ",658.950,1.100,"
                117
              ","3
","2
","1
"
"Rua Barão da Torre - Ipanema, Rio de Janeiro - RJ",3.000.000,2.200,"
                140
              ","3
","3
","1
"
"Rua Álvaro Ramos - Botafogo, Rio de Janeiro - RJ",499.000,50,"
                75
              ","2
","1
","--
"
"Rua Senador Vergueiro - Flamengo, Rio de Janeiro - RJ",980.000,1.116,"
                111
              ","3
","2
","1
"
"Rua São Clemente - Botafogo, Rio de Janeiro - RJ",1.200.000,974,"
                85
              ","2
","4
","1
"
"Rua Gago Coutinho, 28 - Laranjeiras, Rio de Janeiro - RJ",1.100.000,827,"
                97
              ","3
","3
","1
"
"Rua General Venâncio Flores, 564 - Leblon, Rio de Janeiro - RJ",1.990.000,1.250,"
                116
              ","3
","1
","1
"
"Rua Voluntários da Pátria, 40 - Botafogo, Rio de Janeiro - RJ",1.790.000,1.000,"
                109
              ","3
","3
","2
"
"Jardim Botânico, Rio de Janeiro - RJ",1.800.000,,"
                577
              ","4
","1
","4
"
"Todos os Santos, Rio de Janeiro - RJ",400.000,857,"
                95
              ","4
","3
","1
"
"Rua Vinícius de Moraes - Ipanema, Rio de Janeiro - RJ",1.450.000,880,"
                102
              ","3
","3
","--
"
"Avenida Salvador Allende, 3200 - Barra da Tijuca, Rio de Janeiro - RJ",681.000,950,"
                80
              ","2
","2
","1
"
"Botafogo, Rio de Janeiro - RJ",2.000.000,2.000,"
                194
              ","3
","2
","2
"
"Rua Indiana - Cosme Velho, Rio de Janeiro - RJ",1.700.000,,"
                344
              ","4
","4
","2
"
"Rua Olinda Ellis, 1919 - Campo Grande, Rio de Janeiro - RJ",180.000,600,"
                48
              ","2
","2
","1
"
"Avenida Lúcio Costa, 4600 - Barra da Tijuca, Rio de Janeiro - RJ",2.750.000,2.600,"
                128
              ","3
","3
","3
"
"Avenida Jaime Poggi, 99 - Barra da Tijuca, Rio de Janeiro - RJ",495.500,890,"
                80
              ","3
","2
","1
"
"Rua Barata Ribeiro - Copacabana, Rio de Janeiro - RJ",525.000,830,"
                57
              ","2
","3
","--
"
"Rua Doutor José Alves da Silva, 200 - Campo Grande, Rio de Janeiro - RJ",225.000,15,"
                67
              ","2
","3
","1
"
"Rua Othon Bezerra de Melo, 70 - Jardim Botânico, Rio de Janeiro - RJ",5.200.000,,"
                656
              ","5
","5
","--
"
"Gávea, Rio de Janeiro - RJ",1.250.000,1.074,"
                93
              ","2
","1
","1
"
"Praia do Flamengo, 122 - Flamengo, Rio de Janeiro - RJ",2.270.000,1.787,"
                264
              ","3
","1
","1
"
"Rua Professor Pantoja Leite, 335 - Joá, Rio de Janeiro - RJ",7.800.000,,"
                850
              ","4
","5
","2
"
"Rua General Glicério - Laranjeiras, Rio de Janeiro - RJ",1.850.000,1.480,"
                214
              ","3
","4
","2
"
"Rua Demosthenes Madureira de Pinho - Recreio Dos Bandeirantes, Rio de Janeiro - RJ","6.000
",1.100,"
                193
              ","3
","5
","3
"
"Rua Mário Alves, 1 - Recreio Dos Bandeirantes, Rio de Janeiro - RJ",3.500.000,1.000,"
                500
              ","5
","8
","4
"
"Rua Augusto Presgrave, 215 - Barra da Tijuca, Rio de Janeiro - RJ",7.800.000,2.800,"
                973
              ","4
","6
","3
"
"Rua Teixeira Heizer, 1965 - Recreio Dos Bandeirantes, Rio de Janeiro - RJ",485.000,770,"
                70
              ","2
","2
","1
"
"Avenida Nossa Senhora de Copacabana - Copacabana, Rio de Janeiro - RJ",510.000,575,"
                52
              ","1
","1
","--
"
"Estrada Vereador Alceu de Carvalho, 555 - Recreio Dos Bandeirantes, Rio de Janeiro - RJ",2.450.000,989,"
                320
              ","4
","1
","3
"
"Estrada dos Bandeirantes, 22211 - Vargem Pequena, Rio de Janeiro - RJ",400.000,540,"
                105
              ","3
","3
","2
"
"Rua Aroazes, 260 - Barra da Tijuca, Rio de Janeiro - RJ",524.000,840,"
                69
              ","2
","2
","1
"
"Avenida Ator José Wilker - Jacarepaguá, Rio de Janeiro - RJ",1.100.000,1.600,"
                124
              ","2
","3
","1
"
"Rua Teófilo Otoni, 00 - Centro, Rio de Janeiro - RJ","6.500
",,"
                600
              ","--
","3
","1
"
"Pechincha, Rio de Janeiro - RJ",580.000,550,"
                150
              ","3
","2
","2
"
"Rua Lauro Muller, 46 - Botafogo, Rio de Janeiro - RJ",520.000,500,"
                40
              ","1
","1
","--
"
"Rua General Venâncio Flores - Leblon, Rio de Janeiro - RJ",1.750.000,1.200,"
                80
              ","2
","2
","1
"
"Rua Paissandu - Flamengo, Rio de Janeiro - RJ",645.000,750,"
                54
              ","2
","1
","--
"
"Barra da Tijuca, Rio de Janeiro - RJ",16.600.000,,"
                5200
              ","--
","--
","--
"
"Rua Sabóia Lima - Tijuca, Rio de Janeiro - RJ",800.000,,"
                120
              ","4
","2
","1
"
"Flamengo, Rio de Janeiro - RJ",510.000,674,"
                58
              ","2
","1
","--
"
"Avenida Grande Canal, 271 - Jardim Oceanico, Rio de Janeiro - RJ",2.200.000,1.600,"
                250
              ","4
","1
","2
"
"Rua Ana Teles, 273 - Campinho, Rio de Janeiro - RJ",175.000,,"
                50
              ","2
","1
","--
"
"Rua Antônio Cordeiro - Jacarepaguá, Rio de Janeiro - RJ",499.000,644,"
                92
              ","3
","3
","1
"
"Rua Voluntários da Pátria, 110 - Botafogo, Rio de Janeiro - RJ",1.739.424,804,"
                90
              ","2
","2
","1
"
"Rua Araújo Pena - Tijuca, Rio de Janeiro - RJ",599.000,,"
                119
              ","2
","2
","1
"
"Rua Artur Araripe - Gávea, Rio de Janeiro - RJ",1.300.000,1.240,"
                84
              ","3
","3
","1
"
"Rua Borja Reis - Méier, Rio de Janeiro - RJ",1.200.000,1.600,"
                290
              ","4
","6
","4
"
"Rua Maria Angélica - Jardim Botânico, Rio de Janeiro - RJ",1.300.000,1.300,"
                104
              ","3
","4
","1
"
"Rua Aquidabã, 651 - Méier, Rio de Janeiro - RJ",230.000,649,"
                60
              ","2
","1
","1
"
"Rua Baicuru, 125 - Campo Grande, Rio de Janeiro - RJ",140.000,302,"
                41
              ","2
","1
","--
"
"Rua Flávio Cavalcanti, 44 - Recreio Dos Bandeirantes, Rio de Janeiro - RJ",1.950.000,50,"
                497
              ","4
","6
","4
"
"Rua Jaime Rollemberg, 0 - Jacarepaguá, Rio de Janeiro - RJ",795.000,455,"
                163
              ","3
","3
","1
"
